Картриджи для принтеров,Cовместимый,Unnamed: 2,Ориг.,Цвет
"<div class=""title""><a href=""q2671a/""><b>HP Q2671А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3500/"">Color LJ 3500</a></div>",-          ,-          ,13970,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""q2672a/""><b>HP Q2672А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3500/"">Color LJ 3500</a></div>",-          ,-          ,5500,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""q2673a/""><b>HP Q2673А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3500/"">Color LJ 3500</a></div>",-          ,-          ,13970,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""q3960a/""><b>HP Q3960A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-2550/"">Color LaserJet 2550</a></div>",1980,1880,3500,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q3961a/""><b>HP Q3961A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/samsung/""><b>Samsung</b></a>:
                  <a href=""/printer/samsung/scx-4623fn/"">SCX-4623FN</a></div>",2500,2400,3500,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""q3962a/""><b>HP Q3962A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-2550/"">Color LaserJet 2550</a></div>",2500,2400,3500,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""q3963a/""><b>HP Q3963A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-2550/"">Color LaserJet 2550</a></div>",2500,2400,3500,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""q3971a/""><b>HP Q3971А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3500/"">Color LJ 3500</a></div>",-          ,-          ,2500,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""q3972a/""><b>HP Q3972А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3500/"">Color LJ 3500</a></div>",-          ,-          ,4000,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""q3973a/""><b>HP Q3973A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-2550ln/"">Color LaserJet 2550Ln</a>, <a href=""/printer/hp/clj-2550n/"">Color LaserJet 2550n</a>, <a href=""/printer/hp/clj-2820/"">Color LaserJet 2820</a>, <a href=""/printer/hp/clj-2840/"">Color LaserJet 2840</a></div>",-          ,-          ,2500,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""q5942a/""><b>HP Q5942A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-4240/"">LaserJet 4240</a>, <a href=""/printer/hp/lj-4250/"">LaserJet 4250</a>, <a href=""/printer/hp/lj-4250n/"">LaserJet 4250n</a>, <a href=""/printer/hp/lj-4250dtn/"">LaserJet 4250dtn</a>, <a href=""/printer/hp/lj-4350/"">LaserJet 4350</a>, <a href=""/printer/hp/lj-4350n/"">LaserJet 4350n</a>, <a href=""/printer/hp/lj-4350dtn/"">LaserJet 4350dtn</a></div>",2080,1990,15460,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q5942x/""><b>HP Q5942X</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-4350dtn/"">LaserJet 4350dtn</a></div>",2700,2500,24110,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q5942xd/""><b>HP Q5942XD</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/xerox/""><b>Xerox</b></a>:
                  <a href=""/printer/xerox/wc-5222/"">WorkCentre 5222</a></div>",-          ,-          ,44600,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q5945a/""><b>HP Q5945A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-4345/"">LaserJet 4345</a>, <a href=""/printer/hp/lj-4345x/"">LaserJet 4345x</a>, <a href=""/printer/hp/lj-m4345/"">LaserJet M4345</a>, <a href=""/printer/hp/lj-m4345x/"">LaserJet M4345x</a></div>",1980,1890,21220,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q5949a/""><b>HP Q5949A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-1160/"">LaserJet 1160</a>, <a href=""/printer/hp/lj-1320/"">LaserJet 1320</a>, <a href=""/printer/hp/lj-1320n/"">LaserJet 1320n</a>, <a href=""/printer/hp/lj-1320tn/"">LaserJet 1320tn</a>, <a href=""/printer/hp/lj-3390/"">LaserJet 3390</a>, <a href=""/printer/hp/lj-3392/"">LaserJet 3392</a></div>",1600,1500,7220,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q5949x/""><b>HP Q5949X</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-3392/"">LaserJet 3392</a></div>",1800,1700,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q5949x-og/""><b>HP Q5949X ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q5950a/""><b>HP Q5950A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-4700/"">Color LaserJet 4700</a>, <a href=""/printer/hp/clj-4700dn/"">Color LaserJet 4700dn</a>, <a href=""/printer/hp/clj-4700dtn/"">Color LaserJet 4700dtn</a></div>",4500,4200,20490,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q5951a/""><b>HP Q5951A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-4700dtn/"">Color LaserJet 4700dtn</a></div>",4500,4200,26140,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""q5952a/""><b>HP Q5952A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-4700dtn/"">Color LaserJet 4700dtn</a></div>",4500,4200,26140,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""q5953a/""><b>HP Q5953A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-4700dtn/"">Color LaserJet 4700dtn</a>, <a href=""/printer/hp/clj-3800/"">Color LaserJet 3800</a></div>",4500,4200,26140,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""q6470a/""><b>HP Q6470A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3600/"">Color LaserJet 3600</a>, <a href=""/printer/hp/clj-cp3505/"">Color LaserJet CP3505</a></div>",3400,3200,13410,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q6470a-og/""><b>HP Q6470A ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q6471a/""><b>HP Q6471A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-cp3505/"">Color LaserJet CP3505</a></div>",3200,3100,11900,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""q6471a-og/""><b>HP Q6471A ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""q6472a/""><b>HP Q6472A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-cp3505/"">Color LaserJet CP3505</a></div>",3200,3100,11900,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""q6472a-og/""><b>HP Q6472A ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""q6473a/""><b>HP Q6473A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-cp3505/"">Color LaserJet CP3505</a></div>",3200,3100,11900,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""q6473a-og/""><b>HP Q6473A ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""q6511a/""><b>HP Q6511A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-2400/"">LaserJet 2400</a>, <a href=""/printer/hp/lj-2410/"">LaserJet 2410</a>, <a href=""/printer/hp/lj-2420/"">LaserJet 2420</a>, <a href=""/printer/hp/lj-2420n/"">LaserJet 2420n</a>, <a href=""/printer/hp/lj-2420d/"">LaserJet 2420d</a>, <a href=""/printer/hp/lj-2420dn/"">LaserJet 2420dn</a>, <a href=""/printer/hp/lj-2430/"">LaserJet 2430</a>, <a href=""/printer/hp/lj-2430tn/"">LaserJet 2430tn</a>, <a href=""/printer/hp/lj-2430dtn/"">LaserJet 2430dtn</a></div>",1350,1240,12690,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q6511a-og/""><b>HP Q6511A ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q6511x/""><b>HP Q6511X</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-2430dtn/"">LaserJet 2430dtn</a></div>",1650,1550,16010,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q6511x-og/""><b>HP Q6511X ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7516a/""><b>HP Q7516A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-5200/"">LaserJet 5200</a>, <a href=""/printer/hp/lj-5200tn/"">LaserJet 5200tn</a>, <a href=""/printer/hp/lj-5200dtn/"">LaserJet 5200dtn</a></div>",4500,4400,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7551a/""><b>HP Q7551A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-3005/"">LaserJet 3005</a>, <a href=""/printer/hp/lj-p3005/"">LaserJet P3005</a>, <a href=""/printer/hp/lj-p3005x/"">LaserJet P3005x</a>, <a href=""/printer/hp/lj-p3005d/"">LaserJet P3005d</a>, <a href=""/printer/hp/lj-p3005n/"">LaserJet P3005n</a>, <a href=""/printer/hp/lj-p3005dn/"">LaserJet P3005dn</a>, <a href=""/printer/hp/lj-3027/"">LaserJet 3027</a>, <a href=""/printer/hp/lj-m3027/"">LaserJet M3027</a>, <a href=""/printer/hp/lj-m3027x/"">LaserJet M3027x</a>, <a href=""/printer/hp/lj-3035/"">LaserJet 3035</a>, <a href=""/printer/hp/lj-m3005/"">LaserJet M3035</a>, <a href=""/printer/hp/lj-m3035xs/"">LaserJet M3035xs</a></div>",1600,1550,7670,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7551x/""><b>HP Q7551X</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-m3035xs/"">LaserJet M3035xs</a></div>",1800,1750,18520,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7553a/""><b>HP Q7553A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-p2014/"">LaserJet P2014</a>, <a href=""/printer/hp/lj-2015/"">LaserJet 2015</a>, <a href=""/printer/hp/lj-p2015/"">LaserJet P2015</a>, <a href=""/printer/hp/lj-p2015x/"">LaserJet P2015x</a>, <a href=""/printer/hp/lj-p2015d/"">LaserJet P2015d</a>, <a href=""/printer/hp/lj-p2015n/"">LaserJet P2015n</a>, <a href=""/printer/hp/lj-p2015dn/"">LaserJet P2015dn</a>, <a href=""/printer/hp/lj-m2727nf/"">LaserJet M2727nf</a></div>",1600,1500,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7553a-og/""><b>HP Q7553A ОГ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7553x/""><b>HP Q7553X</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-m2727nf/"">LaserJet M2727nf</a></div>",1800,1700,11020,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7553x-og/""><b>HP Q7553X (ОГ)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/al-alm2300/"">AcuLaser ALM2300</a></div>",1250,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7560a/""><b>HP Q7560А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3000/"">Color LJ 3000</a></div>",-          ,-          ,13770,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7561a/""><b>HP Q7561А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3000/"">Color LJ 3000</a></div>",-          ,-          ,12780,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""q7562a/""><b>HP Q7562А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3000/"">Color LJ 3000</a></div>",-          ,-          ,12780,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""q7563a/""><b>HP Q7563А</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/clj-3000/"">Color LJ 3000</a></div>",-          ,-          ,12780,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""q7570a/""><b>HP Q7570A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-m5025/"">LaserJet M5025</a>, <a href=""/printer/hp/lj-m5035-mfp/"">LaserJet M5035 MFP</a>, <a href=""/printer/hp/lj-m5035xs-mfp/"">LaserJet M5035xs MFP</a>, <a href=""/printer/hp/lj-m5035x-mfp/"">LaserJet M5035x MFP</a></div>",2950,2850,17400,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""q7581a/""><b>HP Q7581A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/panasonic/""><b>Panasonic</b></a>:
                  <a href=""/printer/panasonic/kx-fp85/"">KX-FP85</a></div>",3700,3600,16680,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""q7582a/""><b>HP Q7582A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/xerox/""><b>Xerox</b></a>:
                  <a href=""/printer/xerox/phaser-3500/"">Phaser 3500</a></div>",3700,3600,16680,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""q7583a/""><b>HP Q7583A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/panasonic/""><b>Panasonic</b></a>:
                  <a href=""/printer/panasonic/kx-fp85/"">KX-FP85</a></div>",3700,3600,16680,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""w1103a/""><b>HP W1103A (103A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/neverstop-laser-1000/"">Neverstop Laser 1000</a></div>",1000,950,2600,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w11360a/""><b>HP W1360A</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-m209/"">M209</a></div>",2360,2260,7200,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w1360x/""><b>HP W1360X</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/lj-m209/"">M209</a></div>",2460,2360,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w1500awoc/""><b>HP W1500A (150A) БЕЗ ЧИПА</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/kyocera/""><b>Kyocera</b></a>:
                  <a href=""/printer/kyocera/ecosys-p3155dn/"">Ecosys P3155DN</a></div>",1800,1750,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w1500awc/""><b>HP W1500A (150A) С ЧИПОМ</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/laser-m111a/"">LaserJet M111a</a>, <a href=""/printer/hp/laser-m141a/"">LaserJet M141a</a>, <a href=""/printer/hp/laser-m111w/"">LaserJet M111w</a>, <a href=""/printer/hp/laser-m141w/"">LaserJet M141w</a></div>",2500,2450,6700,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w2030a/""><b>HP W2030A (№415A black)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m453dn/"">Pro M453dn</a>, <a href=""/printer/hp/m454dn/"">Pro M454dn</a>, <a href=""/printer/hp/m479dw/"">Pro MFP M479dw</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w2030x/""><b>HP W2030X (№415X black)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m479dw/"">Pro MFP M479dw</a></div>",1900,1800,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w2031a/""><b>HP W2031A (№415A cyan)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m479dw/"">Pro MFP M479dw</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""w2031x/""><b>HP W2031X (№415X cyan)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m479dw/"">Pro MFP M479dw</a></div>",1900,1800,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""w2032a/""><b>HP W2032A (№415A yellow)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m479dw/"">Pro MFP M479dw</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""w2032x/""><b>HP W2032X (№415X yellow)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m479dw/"">Pro MFP M479dw</a></div>",1900,1800,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""w2033a/""><b>HP W2033A (№415A magenta)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m479dw/"">Pro MFP M479dw</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""w2033x/""><b>HP W2033X (№415X magenta)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/m479dw/"">Pro MFP M479dw</a></div>",1900,1800,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""w2070a/""><b>HP W2070A (№117A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/claser150a/"">Color Laser 150A</a></div>",1800,1700,6400,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w2071a/""><b>HP W2071A (№117A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/claser150a/"">Color Laser 150A</a></div>",1800,1700,7150,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""w2072a/""><b>HP W2072A (№117A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/claser150a/"">Color Laser 150A</a></div>",1800,1700,7150,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""w2073a/""><b>HP W2073A (№117A)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/claser150a/"">Color Laser 150A</a></div>",1800,1700,7150,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""w2210x/""><b>HP W2210X (№207X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ljp-m255/"">LJP-M255</a></div>",1950,1800,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""w2211x/""><b>HP W2211X (№207X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ljp-m255/"">LJP-M255</a></div>",1900,1750,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""w2212x/""><b>HP W2212X (№207X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ljp-m255/"">LJP-M255</a></div>",1900,1750,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""w2213x/""><b>HP W2213X (№207X)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ljp-m255/"">LJP-M255</a></div>",1900,1750,,"<span class=""rini_color-square-magenta""></span>"
,Cовместимый,,Ориг.,Цвет
#span#,"Цена, руб.<br/>1 шт.",<br/>10 шт.,"Цена, руб.<br/>1 шт.", 
"<div class=""title""><a href=""51625ae/""><b>HP 51625A (№ 25)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-560c/"">Deskjet 560C</a></div>",-          ,-          ,,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""51626a/""><b>HP 51626A (№ 26)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-310/"">Deskjet 310</a>, <a href=""/printer/hp/dj-400/"">Deskjet 400</a>, <a href=""/printer/hp/dj-540/"">Deskjet 540</a>, <a href=""/cartridge/panasonic/""><b>Panasonic</b></a>:
                  <a href=""/printer/panasonic/uf-315/"">UF-315</a>, <a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-560c/"">Deskjet 560C</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
