Картриджи для принтеров,Cовместимый,Unnamed: 2,Ориг.,Цвет
"<div class=""title""><a href=""51640ae/""><b>HP 51640A (№ 40)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/designjet-230/"">Designjet 230</a>, <a href=""/printer/hp/designjet-450/"">Designjet 450</a>, <a href=""/printer/hp/dj-1200/"">Deskjet 1200</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""51645ae/""><b>HP 51645A (№ 45)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/designjet-700/"">Designjet 700</a>, <a href=""/printer/hp/dj-1100/"">Deskjet 1100</a>, <a href=""/printer/hp/ps-1000/"">Photosmart 1000</a>, <a href=""/printer/hp/dj-f4190/"">Deskjet F4190</a></div>",2710,2600,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""c1823d/""><b>HP C1823D (№ 23)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-1120c/"">Deskjet 1120C</a>, <a href=""/printer/hp/ojp-1170c/"">Officejet Pro 1170c</a></div>",-          ,-          ,,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""c2n93ae/""><b>HP C2N93AE (№ 940 XL) набор</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/pixma-mg2540/"">PIXMA MG2540</a></div>",-          ,-          ,,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""c2p10ae/""><b>HP C2P10AE (№651)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-ia-5645/"">Deskjet ia 5645</a></div>",2450,-          ,3200,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""c2p11ae/""><b>HP C2P11AE (№651)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-ia-5645/"">Deskjet ia 5645</a></div>",2600,-          ,2950,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""c2p20ae/""><b>HP C2P20AE (№935)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-6230/"">Officejet Pro 6230</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""c2p21ae/""><b>HP C2P21AE (№935)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-6230/"">Officejet Pro 6230</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""c2p22ae/""><b>HP C2P22AE (№935)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-6230/"">Officejet Pro 6230</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""c2p23ae/""><b>HP C2P23AE (№934XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-6230/"">Officejet Pro 6230</a></div>",1100,1050,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""c2p24ae/""><b>HP C2P24AE (№935XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-6230/"">Officejet Pro 6230</a></div>",1050,1000,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""c2p25ae/""><b>HP C2P25AE (№935XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-6230/"">Officejet Pro 6230</a></div>",1050,1000,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""c2p26ae/""><b>HP C2P26AE (№935XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-6230/"">Officejet Pro 6230</a></div>",1050,1000,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""c2p42ae/""><b>HP C2P42AE (№ 932XL/№ 933XL) набор</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-7610/"">Officejet 7610</a></div>",-          ,-          ,,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""c2p43ae/""><b>HP C2P43AE (№ 950XL/951XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/ojp-7720/"">OfficeJet Pro 7720</a></div>",-          ,-          ,,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""c4810a/""><b>HP C4810A (№ 11)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/epson/""><b>Epson</b></a>:
                  <a href=""/printer/epson/stylus-color-1160/"">Stylus Color 1160</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""c4811a/""><b>HP C4811A (№ 11)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-9110/"">Officejet 9110</a>, <a href=""/printer/hp/inkjet-cp1700/"">Color Inkjet CP1700</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""c4812a/""><b>HP C4812A (№ 11)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/inkjet-cp1700/"">Color Inkjet CP1700</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""c4813a/""><b>HP C4813A (№ 11)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/inkjet-cp1700/"">Color Inkjet CP1700</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""c4836ae/""><b>HP C4836AE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/designjet-10ps/"">DesignJet 10ps</a>, <a href=""/printer/hp/oj-pro-k850/"">OfficeJet Pro K850</a>, <a href=""/printer/hp/oj-9120/"">OfficeJet 9120</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""c4837ae/""><b>HP C4837AE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-9120/"">OfficeJet 9120</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""c4838ae/""><b>HP C4838AE</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-9120/"">OfficeJet 9120</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""c4841ae/""><b>HP C4841AE (№ 10)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-2500c/"">Deskjet 2500C</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""c4842a/""><b>HP C4842AE (№ 10)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/fax-b140/"">Fax-B140</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""c4843a/""><b>HP C4843AE (№ 10)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/fax-b140/"">Fax-B140</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""c4844ae/""><b>HP C4844AE (№ 10)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-2000c/"">Deskjet 2000C</a>, <a href=""/printer/hp/dj-2500c/"">Deskjet 2500C</a></div>",790,770,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""c4900a/""><b>HP C4900A (№ 940)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/pixma-ip4840/"">Pixma iP4840</a></div>",-          ,-          ,4500,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""c4901a/""><b>HP C4901A (№ 940)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""/cartridge/canon/""><b>Canon</b></a>:
                  <a href=""/printer/canon/pixma-ip4840/"">Pixma iP4840</a></div>",-          ,-          ,4500,"<span class=""rini_color-square""></span>"
"<div class=""title""><a href=""c4902a/""><b>HP C4902A (№ 940)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-8500/"">Officejet Pro 8500</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""c4906a/""><b>HP C4906AE (№ 940 XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-8500/"">Officejet Pro 8500</a></div>",900,850,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""c4907a/""><b>HP C4907AE (№ 940 XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-8000/"">Officejet Pro 8000</a>, <a href=""/printer/hp/oj-pro-8500/"">Officejet Pro 8500</a></div>",900,850,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""c4908a/""><b>HP C4908AE (№ 940 XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-8500/"">Officejet Pro 8500</a></div>",900,850,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""c4909a/""><b>HP C4909AE (№ 940 XL)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/oj-pro-8500/"">Officejet Pro 8500</a></div>",900,850,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""c4911a/""><b>HP C4911A (№ 82)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/designjet-510ps/"">Designjet 510ps</a></div>",-          ,-          ,,"<span class=""rini_color-square-cyan""></span>"
"<div class=""title""><a href=""c4912a/""><b>HP C4912A (№ 82)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/designjet-120/"">Designjet 120</a>, <a href=""/printer/hp/designjet-500ps/"">Designjet 500ps Plus A1</a>, <a href=""/printer/hp/designjet-510ps/"">Designjet 510ps</a></div>",-          ,-          ,,"<span class=""rini_color-square-magenta""></span>"
"<div class=""title""><a href=""c4913a/""><b>HP C4913A (№ 82)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/designjet-510ps/"">Designjet 510ps</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""c4943a/""><b>HP C4943A (№ 83)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-5000/"">Designjet 5000</a>, <a href=""/printer/hp/dj-5500/"">Designjet 5500</a></div>",-          ,-          ,,"<span class=""rini_color-square-yellow""></span>"
"<div class=""title""><a href=""c5016a/""><b>HP C5016A (№ 84/85)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-90/"">Designjet 90</a></div>",-          ,-          ,,"<span class=""rini_color-square-black""></span>"
"<div class=""title""><a href=""c6578ae/""><b>HP C6578AE (№ 78)</b></a></div><div class=""clear""/><div class=""links""><div class=""c-gray"">Подходит к принтерам:</div><a href=""""><b>HP</b></a>:
                  <a href=""/printer/hp/dj-1220/"">Deskjet 1220</a>, <a href=""/printer/hp/oj-5105/"">Officejet 5105</a>, <a href=""/printer/hp/ps-1115/"">Photosmart 1115</a></div>",-          ,-          ,,"<span class=""rini_color-square""></span>"
